"","i","j","iSam","jSam","het_het","het_homo","homo_het","homo_homo","len_i","len_j","tot_i","tot_j","logicSum","totSum","totMean","totProp","crToIb","ibToCr","ibToIb","fs","iSam_mother","iSam_father","jSam_mother","jSam_father","minTest","""...""","mother","sample","origin","code","n_tot","n_delly","n_gatk","nr_n","nr_het","nr_homo","nr_uni","nr_uniHet","nr_uniHomo","motherDL","sampleDL","lfm_n","lfm_het","lfm_homo","lfm_hetProp","cp_logic","father","likelySelf","originMod","coverage","cp_status","""...""","mother","sample","origin","code","n_tot","n_delly","n_gatk","nr_n","nr_het","nr_homo","nr_uni","nr_uniHet","nr_uniHomo","motherDL","sampleDL","lfm_n","lfm_het","lfm_homo","lfm_hetProp","cp_logic","father","likelySelf","originMod","coverage","cp_status"
"FIL20_47_A_M2737",36,738,"FIL20_47_A_M2","FIL30_85_H_M2",9,7,0,0,29,35,35,35,16,70,35,0.457142857142857,0.842857142857143,6.44285714285714,9.59285714285714,8.25714285714286,"FIL20_47",NA,"FIL30_85","FIL30_85",0.842857142857143,"...","FIL20_47","FIL20_47_A_M2","Fil20_47_A_M2_1","FIL20_47|FIL20_47_A_M2|Fil20_47_A_M2_1",41,11,30,36,2,34,6,6,NA,TRUE,FALSE,29,27,2,0.931034482758621,FALSE,NA,FALSE,"FIL20_47_A_M2_1",45.1435609127825,"Ambiguous","...","FIL30_85","FIL30_85_H_M2","Fil30_85_H_M2_1","FIL30_85|FIL30_85_H_M2|Fil30_85_H_M2_1",44,15,29,37,7,30,NA,NA,NA,TRUE,FALSE,28,23,5,0.821428571428571,FALSE,"FIL30_85",TRUE,"FIL30_85_H_M2_1",62.3782386784202,"Self"
"FIL30_109_I_M260",64,61,"FIL30_109_I_M2","FIL30_109_F_M2",24,16,0,0,82,53,110,66,40,176,88,0.454545454545455,2.45454545454545,22.7090909090909,23.0909090909091,19.9272727272727,"FIL30_109",NA,"FIL30_109","FIL30_109",2.45454545454545,"...","FIL30_109","FIL30_109_I_M2","Fil30_109_I_M2_1","FIL30_109|FIL30_109_I_M2|Fil30_109_I_M2_1",118,19,99,111,NA,111,28,28,NA,TRUE,FALSE,95,95,NA,1,TRUE,NA,FALSE,"FIL30_109_I_M2_1",43.8845288833108,"Cross","...","FIL30_109","FIL30_109_F_M2","Fil30_109_F_M2_1","FIL30_109|FIL30_109_F_M2|Fil30_109_F_M2_1",74,12,62,67,19,48,13,13,NA,TRUE,FALSE,58,39,19,0.672413793103448,FALSE,"FIL30_109",TRUE,"FIL30_109_F_M2_1",54.1070194245145,"Self"
"FIL30_85_F_M2734",736,735,"FIL30_85_F_M2","FIL30_85_D_M2",11,6,0,0,28,29,38,37,17,75,37.5,0.453333333333333,0.148648648648649,6.55263157894737,9.565,6.40896159317212,"FIL30_85",NA,"FIL30_85","FIL30_85",0.148648648648649,"...","FIL30_85","FIL30_85_F_M2","Fil30_85_F_M2_1","FIL30_85|FIL30_85_F_M2|Fil30_85_F_M2_1",46,9,37,39,NA,39,9,9,NA,TRUE,FALSE,34,34,NA,1,TRUE,NA,FALSE,"FIL30_85_F_M2_1",55.6903153635591,"Cross","...","FIL30_85","FIL30_85_D_M2","Fil30_85_D_M2_1","FIL30_85|FIL30_85_D_M2|Fil30_85_D_M2_1",49,12,37,39,8,31,7,6,1,TRUE,FALSE,34,26,8,0.764705882352941,FALSE,"FIL30_85",TRUE,"FIL30_85_D_M2_1",55.7777370937757,"Self"
"FIL30_407_M2344",346,345,"FIL30_407_M2","FIL30_406_M2",33,17,0,0,52,57,108,113,50,221,110.5,0.452488687782805,0.756637168141592,18.25,28.1329185520362,17.9410029498525,"FIL30_407",NA,"FIL30_406","FIL30_406",0.756637168141592,"...","FIL30_407","FIL30_407_M2","FIL30.407.M2","FIL30_407|FIL30_407_M2|FIL30.407.M2",117,28,89,108,NA,108,50,50,NA,FALSE,FALSE,85,85,NA,1,TRUE,NA,FALSE,"FIL30_407_M2",50.9518259538486,"Cross","...","FIL30_406","FIL30_406_M2","FIL30.406.M2","FIL30_406|FIL30_406_M2|FIL30.406.M2",120,29,91,113,22,91,51,47,4,FALSE,FALSE,85,66,19,0.776470588235294,FALSE,"FIL30_406",TRUE,"FIL30_406_M2",42.0837104462106,"Self"
"FIL20_47_A_M236",36,37,"FIL20_47_A_M2","FIL20_47_B_M2",11,4,0,2,29,26,35,41,17,76,38,0.447368421052632,1.69512195121951,5.87142857142857,7.84210526315789,6.81672473867596,"FIL20_47",NA,"FIL20_47","FIL20_47",1.69512195121951,"...","FIL20_47","FIL20_47_A_M2","Fil20_47_A_M2_1","FIL20_47|FIL20_47_A_M2|Fil20_47_A_M2_1",41,11,30,36,2,34,6,6,NA,TRUE,FALSE,29,27,2,0.931034482758621,FALSE,NA,FALSE,"FIL20_47_A_M2_1",45.1435609127825,"Ambiguous","...","FIL20_47","FIL20_47_B_M2","Fil20_47_B_M2_1","FIL20_47|FIL20_47_B_M2|Fil20_47_B_M2_1",52,17,35,43,9,34,14,14,NA,TRUE,FALSE,34,27,7,0.794117647058823,FALSE,"FIL20_47",TRUE,"FIL20_47_B_M2_1",47.8157173616018,"Self"
"FIL30_730_M2643",642,644,"FIL30_730_M2","FIL30_733_M2",20,29,0,0,52,55,137,83,49,220,110,0.445454545454545,18.7530120481928,37.2591240875912,41.2818181818182,45.4779702752616,"FIL30_730",NA,"FIL30_733","FIL30_733",18.7530120481928,"...","FIL30_730","FIL30_730_M2","FIL30.730.M2","FIL30_730|FIL30_730_M2|FIL30.730.M2",147,38,109,139,1,138,81,80,1,FALSE,FALSE,106,105,1,0.990566037735849,FALSE,NA,FALSE,"FIL30_730_M2",71.218338011322,"Ambiguous","...","FIL30_733","FIL30_733_M2","FIL30.733.M2","FIL30_733|FIL30_733_M2|FIL30.733.M2",93,24,69,85,34,51,26,22,4,FALSE,FALSE,67,35,32,0.522388059701492,FALSE,"FIL30_733",TRUE,"FIL30_733_M2",56.4640895131917,"Self"
"FIL30_109_I_M259",64,60,"FIL30_109_I_M2","FIL30_109_E_M2",20,19,0,0,82,54,110,67,39,177,88.5,0.440677966101695,5.73880597014925,25.9090909090909,26.4088983050847,27.71302578019,"FIL30_109",NA,"FIL30_109","FIL30_109",5.73880597014925,"...","FIL30_109","FIL30_109_I_M2","Fil30_109_I_M2_1","FIL30_109|FIL30_109_I_M2|Fil30_109_I_M2_1",118,19,99,111,NA,111,28,28,NA,TRUE,FALSE,95,95,NA,1,TRUE,NA,FALSE,"FIL30_109_I_M2_1",43.8845288833108,"Cross","...","FIL30_109","FIL30_109_E_M2","Fil30_109_E_M2_1","FIL30_109|FIL30_109_E_M2|Fil30_109_E_M2_1",73,8,65,68,23,45,12,12,NA,TRUE,FALSE,61,38,23,0.622950819672131,FALSE,"FIL30_109",TRUE,"FIL30_109_E_M2_1",37.6669998845358,"Self"
"FIL20_97_F_M250",50,51,"FIL20_97_F_M2","FIL20_97_I_M2",7,7,6,0,27,32,42,49,20,91,45.5,0.43956043956044,5.5,3.64285714285714,8.56456043956044,21.8333333333333,"FIL20_97",NA,"FIL20_97","FIL20_97",3.64285714285714,"...","FIL20_97","FIL20_97_F_M2","Fil20_97_F_M2_1","FIL20_97|FIL20_97_F_M2|Fil20_97_F_M2_1",52,17,35,43,6,37,14,14,NA,TRUE,FALSE,34,31,3,0.911764705882353,FALSE,NA,FALSE,"FIL20_97_F_M2_1",39.6351090534377,"Ambiguous","...","FIL20_97","FIL20_97_I_M2","Fil20_97_I_M2_1","FIL20_97|FIL20_97_I_M2|Fil20_97_I_M2_1",59,10,49,51,8,43,16,16,NA,TRUE,FALSE,45,37,8,0.822222222222222,FALSE,"FIL20_97",TRUE,"FIL20_97_I_M2_1",63.0256962480049,"Self"
"FIL30_147_M2251",98,252,"FIL30_147_M2","FIL30_312_M2",21,21,0,0,46,44,116,79,42,195,97.5,0.430769230769231,5.74050632911393,27.4051724137931,29.8326923076923,32.2680052378874,"FIL30_147",NA,"FIL30_312","FIL30_312",5.74050632911393,"...","FIL30_147","FIL30_147_M2","FIL30_147_M2-3","FIL30_147|FIL30_147_M2|FIL30_147_M2-3",132,34,98,117,NA,117,59,59,NA,FALSE,FALSE,96,96,NA,1,TRUE,NA,FALSE,"FIL30_147_M2_3",45.86272318236,"Cross","...","FIL30_312","FIL30_312_M2","FIL30_312_M2-4","FIL30_312|FIL30_312_M2|FIL30_312_M2-4",82,11,71,80,26,54,34,29,5,FALSE,FALSE,69,44,25,0.63768115942029,FALSE,"FIL30_312",TRUE,"FIL30_312_M2_4",42.5686947199924,"Self"
"FIL20_47_A_M239",36,40,"FIL20_47_A_M2","FIL20_47_F_M2",16,1,0,0,29,23,35,45,17,80,40,0.425,5.7,7.44285714285714,15.35,2.00634920634921,"FIL20_47",NA,"FIL20_47",NA,2.00634920634921,"...","FIL20_47","FIL20_47_A_M2","Fil20_47_A_M2_1","FIL20_47|FIL20_47_A_M2|Fil20_47_A_M2_1",41,11,30,36,2,34,6,6,NA,TRUE,FALSE,29,27,2,0.931034482758621,FALSE,NA,FALSE,"FIL20_47_A_M2_1",45.1435609127825,"Ambiguous","...","FIL20_47","FIL20_47_F_M2","Fil20_47_F_M2_1","FIL20_47|FIL20_47_F_M2|Fil20_47_F_M2_1",52,12,40,46,2,44,21,21,NA,TRUE,FALSE,39,38,1,0.974358974358974,FALSE,NA,FALSE,"FIL20_47_F_M2_1",77.2971164346837,"Ambiguous"
"FIL20_47_F_M235",40,36,"FIL20_47_F_M2","FIL20_47_A_M2",16,0,1,0,23,29,45,35,17,80,40,0.425,7.44285714285714,5.7,15.35,2.00634920634921,"FIL20_47",NA,"FIL20_47",NA,2.00634920634921,"...","FIL20_47","FIL20_47_F_M2","Fil20_47_F_M2_1","FIL20_47|FIL20_47_F_M2|Fil20_47_F_M2_1",52,12,40,46,2,44,21,21,NA,TRUE,FALSE,39,38,1,0.974358974358974,FALSE,NA,FALSE,"FIL20_47_F_M2_1",77.2971164346837,"Ambiguous","...","FIL20_47","FIL20_47_A_M2","Fil20_47_A_M2_1","FIL20_47|FIL20_47_A_M2|Fil20_47_A_M2_1",41,11,30,36,2,34,6,6,NA,TRUE,FALSE,29,27,2,0.931034482758621,FALSE,NA,FALSE,"FIL20_47_A_M2_1",45.1435609127825,"Ambiguous"
"FIL30_505_M2418",441,419,"FIL30_505_M2","FIL30_480_M2",25,18,0,0,79,48,110,93,43,203,101.5,0.423645320197044,1.56451612903226,22.0454545454545,27.7506157635468,26.3044965786901,"FIL30_505",NA,"FIL30_480","FIL30_480",1.56451612903226,"...","FIL30_505","FIL30_505_M2","FIL30.505.M2","FIL30_505|FIL30_505_M2|FIL30.505.M2",129,18,111,113,1,112,30,30,NA,FALSE,FALSE,99,99,NA,1,TRUE,NA,FALSE,"FIL30_505_M2",52.2294978505152,"Cross","...","FIL30_480","FIL30_480_M2","FIL30.480.M2","FIL30_480|FIL30_480_M2|FIL30.480.M2",111,18,93,95,26,69,42,36,6,FALSE,FALSE,81,56,25,0.691358024691358,FALSE,"FIL30_480",TRUE,"FIL30_480_M2",52.8477447954837,"Self"
"FIL30_33_I_M289",269,90,"FIL30_33_I_M2","FIL30_139_M2",26,8,0,0,35,37,59,102,34,161,80.5,0.422360248447205,6.64705882352941,11.8728813559322,22.3377329192547,12.6701561980724,"FIL30_33",NA,"FIL30_139","FIL30_139",6.64705882352941,"...","FIL30_33","FIL30_33_I_M2","Fil30_33_I_M2_1","FIL30_33|FIL30_33_I_M2|Fil30_33_I_M2_1",69,15,54,63,NA,63,24,24,NA,TRUE,FALSE,49,49,NA,1,TRUE,NA,FALSE,"FIL30_33_I_M2_1",50.6360546839426,"Cross","...","FIL30_139","FIL30_139_M2","FIL30_139_M2-3","FIL30_139|FIL30_139_M2|FIL30_139_M2-3",118,29,89,103,21,82,60,48,12,FALSE,FALSE,82,61,21,0.74390243902439,FALSE,"FIL30_139",TRUE,"FIL30_139_M2_3",33.5744084598014,"Self"
"FIL30_56_F_M2491",493,492,"FIL30_56_F_M2","FIL30_56_D_M2",16,19,0,0,57,77,74,92,35,166,83,0.421686746987952,7.89130434782609,15.3783783783784,27.5993975903614,31.4841363102233,"FIL30_56",NA,"FIL30_56","FIL30_56",7.89130434782609,"...","FIL30_56","FIL30_56_F_M2","Fil30_56_F_M2_1","FIL30_56|FIL30_56_F_M2|Fil30_56_F_M2_1",85,15,70,75,NA,75,17,17,NA,TRUE,FALSE,67,67,NA,1,TRUE,NA,FALSE,"FIL30_56_F_M2_1",64.2766273300636,"Cross","...","FIL30_56","FIL30_56_D_M2","Fil30_56_D_M2_1","FIL30_56|FIL30_56_D_M2|Fil30_56_D_M2_1",102,14,88,94,26,68,15,15,NA,TRUE,FALSE,82,56,26,0.682926829268293,FALSE,"FIL30_56",TRUE,"FIL30_56_D_M2_1",80.7173154766932,"Self"
"FIL20_47_A_M237",36,38,"FIL20_47_A_M2","FIL20_47_C_M2",9,7,0,0,29,37,35,41,16,76,38,0.421052631578947,1.59756097560976,6.44285714285714,10.6315789473684,10.5797909407666,"FIL20_47",NA,"FIL20_47","FIL20_47",1.59756097560976,"...","FIL20_47","FIL20_47_A_M2","Fil20_47_A_M2_1","FIL20_47|FIL20_47_A_M2|Fil20_47_A_M2_1",41,11,30,36,2,34,6,6,NA,TRUE,FALSE,29,27,2,0.931034482758621,FALSE,NA,FALSE,"FIL20_47_A_M2_1",45.1435609127825,"Ambiguous","...","FIL20_47","FIL20_47_C_M2","Fil20_47_C_M2_1","FIL20_47|FIL20_47_C_M2|Fil20_47_C_M2_1",52,19,33,43,7,36,4,4,NA,TRUE,FALSE,32,27,5,0.84375,FALSE,"FIL20_47",TRUE,"FIL20_47_C_M2_1",52.2542175930581,"Self"
"FIL20_128_A_M22",7,3,"FIL20_128_A_M2","FIL20_105_C_M2",13,19,0,0,65,63,73,81,32,154,77,0.415584415584416,9.5,17.4452054794521,28.4642857142857,33.8029764924742,"FIL20_128",NA,"FIL20_105","FIL20_105",9.5,"...","FIL20_128","FIL20_128_A_M2","Fil20_128_A_M2_1","FIL20_128|FIL20_128_A_M2|Fil20_128_A_M2_1",79,27,52,75,NA,75,7,7,NA,TRUE,FALSE,50,50,NA,1,TRUE,NA,FALSE,"FIL20_128_A_M2_1",54.9538736779045,"Cross","...","FIL20_105","FIL20_105_C_M2","Fil20_105_C_M2_1","FIL20_105|FIL20_105_C_M2|Fil20_105_C_M2_1",84,15,69,82,27,55,18,17,1,TRUE,FALSE,68,42,26,0.617647058823529,FALSE,"FIL20_105",TRUE,"FIL20_105_C_M2_1",94.5350828300937,"Self"
"FIL30_586_M2439",522,440,"FIL30_586_M2","FIL30_504_M2",35,27,0,0,67,83,150,151,62,301,150.5,0.411960132890365,4.8046357615894,29.5,42.3567275747508,43.0584988962472,"FIL30_586",NA,"FIL30_504","FIL30_504",4.8046357615894,"...","FIL30_586","FIL30_586_M2","FIL30.586.M2","FIL30_586|FIL30_586_M2|FIL30.586.M2",161,55,106,150,NA,150,82,82,NA,FALSE,FALSE,103,103,NA,1,TRUE,NA,FALSE,"FIL30_586_M2",53.6203122211624,"Cross","...","FIL30_504","FIL30_504_M2","FIL30.504.M2","FIL30_504|FIL30_504_M2|FIL30.504.M2",187,99,88,151,36,115,54,45,9,FALSE,FALSE,81,49,32,0.604938271604938,FALSE,"FIL30_504",TRUE,"FIL30_504_M2",20.2259247268523,"Self"
"FIL30_276_M2259",216,260,"FIL30_276_M2","FIL30_321_M2",20,23,0,1,44,45,125,91,44,216,108,0.407407407407407,7.56593406593407,32.1,33.6111111111111,43.1912087912088,"FIL30_276",NA,"FIL30_321","FIL30_321",7.56593406593407,"...","FIL30_276","FIL30_276_M2","FIL30_276_M2-4","FIL30_276|FIL30_276_M2|FIL30_276_M2-4",149,31,118,126,1,125,67,67,NA,FALSE,FALSE,106,105,1,0.990566037735849,FALSE,NA,FALSE,"FIL30_276_M2_4",30.3894072585845,"Ambiguous","...","FIL30_321","FIL30_321_M2","FIL30_321_M2-3","FIL30_321|FIL30_321_M2|FIL30_321_M2-3",93,9,84,92,43,49,46,27,19,FALSE,FALSE,83,43,40,0.518072289156627,FALSE,"FIL30_321",TRUE,"FIL30_321_M2_3",38.1459377860788,"Self"
"FIL20_128_A_M23",7,4,"FIL20_128_A_M2","FIL20_105_D_M2",16,16,0,0,65,66,73,85,32,158,79,0.40506329113924,5.60588235294118,15.0205479452055,24.4145569620253,28.0372280419017,"FIL20_128",NA,"FIL20_105","FIL20_105",5.60588235294118,"...","FIL20_128","FIL20_128_A_M2","Fil20_128_A_M2_1","FIL20_128|FIL20_128_A_M2|Fil20_128_A_M2_1",79,27,52,75,NA,75,7,7,NA,TRUE,FALSE,50,50,NA,1,TRUE,NA,FALSE,"FIL20_128_A_M2_1",54.9538736779045,"Cross","...","FIL20_105","FIL20_105_D_M2","Fil20_105_D_M2_1","FIL20_105|FIL20_105_D_M2|Fil20_105_D_M2_1",89,22,67,86,31,55,18,16,2,TRUE,FALSE,66,41,25,0.621212121212121,FALSE,"FIL20_105",TRUE,"FIL20_105_D_M2_1",44.3666667585459,"Self"
"FIL20_97_F_M246",50,47,"FIL20_97_F_M2","FIL20_97_B_M2",11,6,0,0,27,28,42,42,17,84,42,0.404761904761905,0.785714285714286,7.64285714285714,11.2857142857143,9.52380952380952,"FIL20_97",NA,"FIL20_97","FIL20_97",0.785714285714286,"...","FIL20_97","FIL20_97_F_M2","Fil20_97_F_M2_1","FIL20_97|FIL20_97_F_M2|Fil20_97_F_M2_1",52,17,35,43,6,37,14,14,NA,TRUE,FALSE,34,31,3,0.911764705882353,FALSE,NA,FALSE,"FIL20_97_F_M2_1",39.6351090534377,"Ambiguous","...","FIL20_97","FIL20_97_B_M2","Fil20_97_B_M2_1","FIL20_97|FIL20_97_B_M2|Fil20_97_B_M2_1",62,12,50,43,11,32,13,13,NA,TRUE,FALSE,37,26,11,0.702702702702703,FALSE,"FIL20_97",TRUE,"FIL20_97_B_M2_1",62.2287158380449,"Self"
"FIL30_568_M2385",505,386,"FIL30_568_M2","FIL30_442_M2",21,17,0,0,42,40,105,88,38,193,96.5,0.393782383419689,2.73863636363636,23.1,28.0537564766839,30.9227272727273,"FIL30_568",NA,"FIL30_442","FIL30_442",2.73863636363636,"...","FIL30_568","FIL30_568_M2","FIL30.568.M2","FIL30_568|FIL30_568_M2|FIL30.568.M2",115,24,91,105,NA,105,58,58,NA,FALSE,FALSE,90,90,NA,1,TRUE,NA,FALSE,"FIL30_568_M2",53.2392739395159,"Cross","...","FIL30_442","FIL30_442_M2","FIL30.442.M2","FIL30_442|FIL30_442_M2|FIL30.442.M2",92,20,72,88,23,65,45,39,6,FALSE,FALSE,72,53,19,0.736111111111111,FALSE,"FIL30_442",TRUE,"FIL30_442_M2",65.0928371610237,"Self"
"FIL30_311_M2304",251,305,"FIL30_311_M2","FIL30_363_M2",21,16,0,0,41,39,103,87,37,190,95,0.389473684210526,2.36206896551724,22.3446601941748,27.3447368421053,29.7010378305993,"FIL30_311",NA,"FIL30_363","FIL30_363",2.36206896551724,"...","FIL30_311","FIL30_311_M2","FIL30_311_M2-4","FIL30_311|FIL30_311_M2|FIL30_311_M2-4",113,16,97,105,NA,105,58,58,NA,FALSE,FALSE,96,96,NA,1,TRUE,NA,FALSE,"FIL30_311_M2_4",45.2113698514791,"Cross","...","FIL30_363","FIL30_363_M2","FIL30.363.M2","FIL30_363|FIL30_363_M2|FIL30.363.M2",114,41,73,88,23,65,42,35,7,FALSE,FALSE,73,51,22,0.698630136986301,FALSE,"FIL30_363",TRUE,"FIL30_363_M2",60.0904513269716,"Self"
"FIL30_24_M2241",182,242,"FIL30_24_M2","FIL30_303_M2",24,28,0,0,57,52,144,125,52,269,134.5,0.386617100371747,9.956,36,44.69656133829,55.716,"FIL30_24",NA,"FIL30_303","FIL30_303",9.956,"...","FIL30_24","FIL30_24_M2","FIL30_24_M2-2","FIL30_24|FIL30_24_M2|FIL30_24_M2-2",163,35,128,145,NA,145,79,79,NA,FALSE,FALSE,119,119,NA,1,TRUE,NA,FALSE,"FIL30_24_M2_2",32.2051238271967,"Cross","...","FIL30_303","FIL30_303_M2","FIL30_303_M2-4","FIL30_303|FIL30_303_M2|FIL30_303_M2-4",141,33,108,126,44,82,62,48,14,FALSE,FALSE,98,56,42,0.571428571428571,FALSE,"FIL30_303",TRUE,"FIL30_303_M2_4",41.2906463647022,"Self"
"FIL30_254_M2238",196,239,"FIL30_254_M2","FIL30_300_M2",16,20,0,0,57,37,110,77,36,187,93.5,0.385026737967914,7.64285714285714,29.9818181818182,32.0073529411765,40.8038961038961,"FIL30_254",NA,"FIL30_300","FIL30_300",7.64285714285714,"...","FIL30_254","FIL30_254_M2","FIL30_254_M2-4","FIL30_254|FIL30_254_M2|FIL30_254_M2-4",127,37,90,111,NA,111,50,50,NA,FALSE,FALSE,89,89,NA,1,TRUE,NA,FALSE,"FIL30_254_M2_4",46.297651678234,"Cross","...","FIL30_300","FIL30_300_M2","FIL30_300_M2-4","FIL30_300|FIL30_300_M2|FIL30_300_M2-4",85,24,61,78,32,46,39,29,10,FALSE,FALSE,61,35,26,0.573770491803279,FALSE,"FIL30_300",TRUE,"FIL30_300_M2_4",43.1164573146293,"Self"
"FIL30_129_M2213",81,214,"FIL30_129_M2","FIL30_274_M2",24,11,0,0,37,35,104,78,35,182,91,0.384615384615385,0.461538461538462,20.6153846153846,25.217032967033,20.8461538461538,"FIL30_129",NA,"FIL30_274","FIL30_274",0.461538461538462,"...","FIL30_129","FIL30_129_M2","FIL30_129_M2-3","FIL30_129|FIL30_129_M2|FIL30_129_M2-3",107,17,90,105,NA,105,65,65,NA,FALSE,FALSE,89,89,NA,1,TRUE,NA,FALSE,"FIL30_129_M2_3",35.9257794815538,"Cross","...","FIL30_274","FIL30_274_M2","FIL30_274_M2-4","FIL30_274|FIL30_274_M2|FIL30_274_M2-4",82,15,67,79,16,63,40,35,5,FALSE,FALSE,66,52,14,0.787878787878788,FALSE,"FIL30_274",TRUE,"FIL30_274_M2_4",57.2240488508513,"Self"
"FIL30_56_F_M2490",493,491,"FIL30_56_F_M2","FIL30_56_C_M2",21,8,0,0,57,65,74,77,29,151,75.5,0.384105960264901,2.66883116883117,12.8783783783784,21.2342715231788,14.8734643734644,"FIL30_56",NA,"FIL30_56","FIL30_56",2.66883116883117,"...","FIL30_56","FIL30_56_F_M2","Fil30_56_F_M2_1","FIL30_56|FIL30_56_F_M2|Fil30_56_F_M2_1",85,15,70,75,NA,75,17,17,NA,TRUE,FALSE,67,67,NA,1,TRUE,NA,FALSE,"FIL30_56_F_M2_1",64.2766273300636,"Cross","...","FIL30_56","FIL30_56_C_M2","Fil30_56_C_M2_1","FIL30_56|FIL30_56_C_M2|Fil30_56_C_M2_1",86,10,76,78,13,65,11,10,1,TRUE,FALSE,68,55,13,0.808823529411765,FALSE,"FIL30_56",TRUE,"FIL30_56_C_M2_1",56.4051244018114,"Self"
"FIL30_56_F_M2493",493,494,"FIL30_56_F_M2","FIL30_56_G_M2",23,8,0,0,57,80,74,90,31,164,82,0.378048780487805,4.9,12.4459459459459,23.5365853658537,16.0528528528529,"FIL30_56",NA,"FIL30_56","FIL30_56",4.9,"...","FIL30_56","FIL30_56_F_M2","Fil30_56_F_M2_1","FIL30_56|FIL30_56_F_M2|Fil30_56_F_M2_1",85,15,70,75,NA,75,17,17,NA,TRUE,FALSE,67,67,NA,1,TRUE,NA,FALSE,"FIL30_56_F_M2_1",64.2766273300636,"Cross","...","FIL30_56","FIL30_56_G_M2","Fil30_56_G_M2_1","FIL30_56|FIL30_56_G_M2|Fil30_56_G_M2_1",96,14,82,91,13,78,10,10,NA,TRUE,FALSE,77,64,13,0.831168831168831,FALSE,"FIL30_56",TRUE,"FIL30_56_G_M2_1",57.2006427557988,"Self"
"FIL20_161_F_M213",16,14,"FIL20_161_F_M2","FIL20_161_D_M2",10,3,2,0,22,21,42,38,15,80,40,0.375,2.31578947368421,4.71428571428571,9.45,10.0250626566416,"FIL20_161",NA,"FIL20_161","FIL20_161",2.31578947368421,"...","FIL20_161","FIL20_161_F_M2","Fil20_161_F_M2_1","FIL20_161|FIL20_161_F_M2|Fil20_161_F_M2_1",49,12,37,44,2,42,20,20,NA,TRUE,FALSE,36,34,2,0.944444444444444,FALSE,NA,FALSE,"FIL20_161_F_M2_1",54.4809977632488,"Ambiguous","...","FIL20_161","FIL20_161_D_M2","Fil20_161_D_M2_1","FIL20_161|FIL20_161_D_M2|Fil20_161_D_M2_1",44,12,32,39,7,32,15,13,2,TRUE,FALSE,31,24,7,0.774193548387097,FALSE,"FIL20_161",TRUE,"FIL20_161_D_M2_1",52.7499777250836,"Self"
"FIL20_47_F_M2737",40,738,"FIL20_47_F_M2","FIL30_85_H_M2",6,7,2,0,23,35,45,35,15,80,40,0.375,2.98571428571429,9.43333333333333,10.65,19.6571428571429,"FIL20_47",NA,"FIL30_85","FIL30_85",2.98571428571429,"...","FIL20_47","FIL20_47_F_M2","Fil20_47_F_M2_1","FIL20_47|FIL20_47_F_M2|Fil20_47_F_M2_1",52,12,40,46,2,44,21,21,NA,TRUE,FALSE,39,38,1,0.974358974358974,FALSE,NA,FALSE,"FIL20_47_F_M2_1",77.2971164346837,"Ambiguous","...","FIL30_85","FIL30_85_H_M2","Fil30_85_H_M2_1","FIL30_85|FIL30_85_H_M2|Fil30_85_H_M2_1",44,15,29,37,7,30,NA,NA,NA,TRUE,FALSE,28,23,5,0.821428571428571,FALSE,"FIL30_85",TRUE,"FIL30_85_H_M2_1",62.3782386784202,"Self"
"FIL30_167_M2180",117,181,"FIL30_167_M2","FIL30_239_M2",39,0,0,0,49,45,87,121,39,208,104,0.375,20.2107438016529,17.948275862069,43.875,8.10601310914791,"FIL30_167",NA,"FIL30_239",NA,8.10601310914791,"...","FIL30_167","FIL30_167_M2","FIL30_167_M2-3","FIL30_167|FIL30_167_M2|FIL30_167_M2-3",97,15,82,88,NA,88,35,35,NA,FALSE,FALSE,75,75,NA,1,TRUE,NA,FALSE,"FIL30_167_M2_3",39.7545240523026,"Cross","...","FIL30_239","FIL30_239_M2","FIL30_239_M2-4","FIL30_239|FIL30_239_M2|FIL30_239_M2-4",135,14,121,122,NA,122,71,71,NA,FALSE,FALSE,108,108,NA,1,TRUE,NA,FALSE,"FIL30_239_M2_4",38.5544432886401,"Cross"
"FIL30_239_M2116",181,117,"FIL30_239_M2","FIL30_167_M2",39,0,0,0,45,49,121,87,39,208,104,0.375,17.948275862069,20.2107438016529,43.875,8.10601310914791,"FIL30_239",NA,"FIL30_167",NA,8.10601310914791,"...","FIL30_239","FIL30_239_M2","FIL30_239_M2-4","FIL30_239|FIL30_239_M2|FIL30_239_M2-4",135,14,121,122,NA,122,71,71,NA,FALSE,FALSE,108,108,NA,1,TRUE,NA,FALSE,"FIL30_239_M2_4",38.5544432886401,"Cross","...","FIL30_167","FIL30_167_M2","FIL30_167_M2-3","FIL30_167|FIL30_167_M2|FIL30_167_M2-3",97,15,82,88,NA,88,35,35,NA,FALSE,FALSE,75,75,NA,1,TRUE,NA,FALSE,"FIL30_167_M2_3",39.7545240523026,"Cross"
